creator_id,ticker,market,action,direction,conviction,call_date,entry_date,primary_horizon,used_symbol,in_universe,entry_price,stock_return,benchmark_return,alpha,signed_return,hit,scored,score_error,price_target,horizon,source_url,quote
cathie-ark,BTC,us,buy,up,high,2025-06-20,2025-06-20,6m,BTC,False,45.74,-0.148,0.1518,-0.2998,-0.148,False,True,,1000000,,https://www.youtube.com/watch?v=lzfznmNYG7A,we think Bitcoin could go to a million dollars a coin by 2030. that's at the higher end of our for or that's you know the midpoint between the middle of our forecast and the high end. So net uh $20 trillion in potential attributed value there.
cathie-ark,TSLA,us,buy,up,high,2026-04-20,2026-04-20,6m,TSLA,True,392.5,0.0204,0.0536,-0.0333,0.0204,False,True,,,3y,https://www.youtube.com/watch?v=mXf2fuzw_Y4,"Tesla globally really surpasses any other competitor...Tesla already has a 35% cost advantage, but at scale we think this could be up to a 50% incremental cost advantage per mile. Being a vertically integrated auto maker really matters."
cathie-ark,CRSP,us,buy,up,med,2025-12-20,2025-12-22,1y,CRSP,False,57.91,-0.066,0.0934,-0.1593,-0.066,False,True,,,1y,https://www.youtube.com/watch?v=pDo5_MRDgXY,it's a really compelling opportunity you know obviously for crisper therapeutics and and others that down the line will make invivo gene editing treatments for other indications as well
cathie-ark,TSLA,us,buy,up,high,2025-10-20,2025-10-20,6m,TSLA,True,447.43,-0.1228,0.0618,-0.1845,-0.1228,False,True,,,,https://www.youtube.com/watch?v=qv9gJLme1mU,"if you think that's true, then you should certainly be owning the company... we are running deep value portfolios if you give us a five year investment time horizon... Tesla has the opportunity to prove us right once again"
cathie-ark,TSLA,us,buy,up,med,2026-02-20,2026-02-20,6m,TSLA,True,411.82,-0.0275,0.0861,-0.1136,-0.0275,False,True,,,,https://www.youtube.com/watch?v=prBSc4TAUW0,Tesla has...relatively obvious forecastable...extreme cash flows that are going to come from robo taxi...it's not really getting credit for that...pretty explicitly not getting credit for what seem to be pretty obvious operating cash flows
cathie-ark,TSLA,us,buy,up,high,2025-06-20,2025-06-20,1y,TSLA,True,322.16,0.2431,0.2672,-0.0241,0.2431,False,True,,,1y,https://www.youtube.com/watch?v=3DdcLgUkAjc,moats and barriers to entry: it's going to be very hard to beat Tesla at robo taxis and at humanoid robots...we think the news cycle is going to change here and move towards robo taxis to change that score and move it back up
cathie-ark,BTC,us,buy,up,med,2025-06-20,2025-06-20,1y,BTC,False,45.74,-0.3913,0.2672,-0.6585,-0.3913,False,True,,,1y,https://www.youtube.com/watch?v=3DdcLgUkAjc,the Bitcoin to gold up trend has not been broken...risk on is where we are moving and a market rewarding innovation
cathie-ark,BTC,us,buy,up,high,2026-01-20,2026-01-20,1y,BTC,False,39.62,-0.2973,0.1051,-0.4024,-0.2973,False,True,,2100000,1y,https://www.youtube.com/watch?v=4c40sKEipQ8,"I am still a Bitcoin bull...Bitcoin fair value should at least be 1.5 to 2.1 million, but we can see higher values"
cathie-ark,ETH,us,buy,up,med,2026-01-20,2026-01-20,1y,ETH,False,28.35,-0.4282,0.1051,-0.5333,-0.4282,False,True,,,1y,https://www.youtube.com/watch?v=4c40sKEipQ8,Ethereum could flip Bitcoin similar to how Wall Street and equities flipped gold post 71...dollar dominance is going to be the opportunity of Ethereum
cathie-ark,HOOD,us,buy,up,high,2026-01-20,2026-01-20,1y,HOOD,True,105.78,0.0224,0.1051,-0.0827,0.0224,False,True,,,1y,https://www.youtube.com/watch?v=4c40sKEipQ8,"Nick and Vshika on his team have done the bulk of the work on Robin Hood. They've done an amazing job and their conviction level in Robin Hood and their usage of it, I would say, has skyrocketed."
cathie-ark,SPCE,us,buy,up,high,2026-06-06,2026-06-08,3m,SPCE,False,4.12,-0.1359,0.0102,-0.1461,-0.1359,False,True,,,3m,https://www.youtube.com/watch?v=4kxByplIlrI,"we do see this as a multi-trillion dollar opportunity...with orbital AI really taking up a large chunk...when we invest in companies, we're looking at a 5 to 10 year horizon and we are long-term holders of innovation stocks"
cathie-ark,BTC,us,buy,up,med,2026-02-20,2026-02-20,1y,BTC,False,29.97,-0.0711,0.0861,-0.1572,-0.0711,False,True,,,1y,https://www.youtube.com/watch?v=r_qG1tZfu84,"I really thought that Bitcoin was very well positioned to benefit from crypto-friendly administration and...fiscal backdrop...institutions are averaging down...we may have seen the low [at 80K]. Bitcoin going to $10,000—that seems very unlikely."
cathie-ark,BTC,us,buy,up,med,2026-05-20,2026-05-20,1y,BTC,False,34.33,-0.189,0.0074,-0.1965,-0.189,False,True,,,1y,https://www.youtube.com/watch?v=u5L9oGtwZAU,"I'm very optimistic. I'm hoping that the worst part is over... I'm still very hopeful that this year might turn out different, that this recovery might be slightly faster than the historic bear market recoveries."
cathie-ark,COIN,us,buy,up,med,2026-05-20,2026-05-20,1y,COIN,True,191.29,-0.1465,0.0074,-0.1539,-0.1465,False,True,,,1y,https://www.youtube.com/watch?v=u5L9oGtwZAU,"I think Coinbase now has a pretty good chance... they've done a phenomenal job for the last what? 14 years or 15 years. So, and they weathered all the regulatory issues in the US as well."
cathie-ark,META,us,buy,up,med,2025-10-20,2025-10-20,1y,META,True,730.9475,-0.2103,0.1187,-0.329,-0.2103,False,True,,,1y,https://www.youtube.com/watch?v=wka3wH-etHs,I would bet on Meta's velocity and trajectory here relative to Apple even though they're AirPods... Meta is clearly moving the fastest in this space.
cathie-ark,COIN,us,buy,up,med,2025-10-20,2025-10-20,1y,COIN,True,343.78,-0.5251,0.1187,-0.6438,-0.5251,False,True,,,1y,https://www.youtube.com/watch?v=wka3wH-etHs,Coinbase much more coming for core banking business now... Coinbase one no-brainer. It's like Robin Hood coming for the brokerages. Coinbase much more coming for core banking business now.
cathie-ark,HOOD,us,buy,up,med,2025-10-20,2025-10-20,1y,HOOD,True,135.8,-0.2036,0.1187,-0.3223,-0.2036,False,True,,,1y,https://www.youtube.com/watch?v=wka3wH-etHs,Robin Hood on the brokerage side clearly taking share from these legacy financial institutions that have trillions under custody... Robin Hood coming for the brokerages.
cathie-ark,SOL,us,buy,up,high,2025-11-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=xcVaCG8NuQw,"We're definitely very bullish at Arc on Solana... we're very positive. They'll continue to ship as Anatoli said, like they have very exciting stuff coming up in the next 12 months."
cathie-ark,META,us,buy,up,med,2026-05-20,2026-05-20,6m,META,True,605.06,-0.046,0.0074,-0.0534,-0.046,False,True,,,,https://www.youtube.com/watch?v=y3iQY7DExDg,"Why do you think Meta is going to surpass Alphabet in advertising dollars? It's because their algorithms are better, because people are converting better on Instagram than on search."
cathie-ark,BTC,us,buy,up,med,2026-01-20,2026-01-20,6m,BTC,False,39.62,-0.2973,0.1051,-0.4024,-0.2973,False,True,,,,https://www.youtube.com/watch?v=zqkkKDZVqT0,"digital gold, Bitcoin, had a lot of company from gold this year... Gold has more than doubled over the past year. So, Bitcoin's role as digital gold should also be much more valuable."
cathie-ark,BTC,us,buy,up,med,2025-08-20,2025-08-20,6m,BTC,False,50.62,-0.4212,0.0817,-0.5029,-0.4212,False,True,,,6m,https://www.youtube.com/watch?v=5_33zhfy4kk,Bitcoin to gold is maintaining its uptrend. We'll see if it breaks out... we think that will be the case when it is clear that we're not going into a long-term recession. The Fed is going to ease and that a strong productivity-driven boom is underway.
cathie-ark,TSLA,us,buy,up,high,2025-09-20,2025-09-22,1y,TSLA,True,434.21,-0.0777,0.1262,-0.2039,-0.0777,False,True,,,1y,https://www.youtube.com/watch?v=77IglVrwWxU,robo taxi on vision only sensors on commercially available vehicles is not in that land. It's kind of commercialized... we're going to cross the threshold very likely in the next 12 months
cathie-ark,ABSI,us,buy,up,med,2025-11-20,2025-11-20,6m,ABSI,False,2.77,0.8375,0.1447,0.6928,0.8375,True,True,,,,https://www.youtube.com/watch?v=AuXSCYoxIzQ,"I think AbSci is well positioned to capitalize on that... there is a momentum that could build for these AI drug discovery platforms that allows them to grow, you know, quite large in relatively short order."
cathie-ark,MSTR,us,hold-avoid,down,low,2026-05-20,2026-05-20,6m,MSTR,False,165.81,-0.3213,0.0074,0.3287,0.3213,True,True,,,,https://www.youtube.com/watch?v=Aq09TDcnnpM,"MicroStrategy remains a concentrated holder of Bitcoin and they complexified their capital structure... One cycle will end with a huge blow up there. Maybe it wasn't this cycle and it's just, you know, you need the next cycle for that to occur."
cathie-ark,RKLB,us,buy,up,med,2026-05-30,2026-06-01,6m,RKLB,False,122.39,-0.1238,-0.0156,-0.1082,-0.1238,False,True,,,,https://www.youtube.com/watch?v=B7aoVqHR8oQ,there's definitely like that medium/heavy launch vehicle market opening up for players like Rocket Lab
cathie-ark,RBLX,us,buy,up,med,2025-09-20,2025-09-22,6m,RBLX,False,136.84,-0.5837,-0.0219,-0.5619,-0.5837,False,True,,,,https://www.youtube.com/watch?v=BGLO-lGYceE,"I think it's one reason also we're going to see Roblox continue to flourish. Uh because it is so many things. It's not only a social site, a gaming site."
cathie-ark,BTC,us,buy,up,med,2025-09-20,2025-09-22,6m,BTC,False,49.68,-0.375,-0.0219,-0.3531,-0.375,False,True,,,,https://www.youtube.com/watch?v=BGLO-lGYceE,Our bet is that Bitcoin uh will continue this uptrend over time.
convexity,NIFTYBANK,india,sell,down,high,2026-03-20,,,,,,,,,,,False,no price data,,6m,https://www.youtube.com/watch?v=4HHCC1xL6vA,"Stay away from the financial sector. In fact, these may be selling opportunities."
convexity,NIFTYDEFENCE,india,buy,up,high,2026-03-20,,,,,,,,,,,False,no price data,,3m,https://www.youtube.com/watch?v=4HHCC1xL6vA,Nifty Defence Index has given a breakout. It will definitely go up. At least 1-2 months while war continues.
convexity,NIFTYPHARMA,india,buy,up,med,2026-03-20,,,,,,,,,,,False,no price data,,3m,https://www.youtube.com/watch?v=4HHCC1xL6vA,Pharma stocks because generally I think the pharma business environment will remain good. Generic pharma companies benefiting from Trump cheap drugs demand.
convexity,NIFTYIT,india,sell,down,med,2026-03-20,,,,,,,,,,,False,no price data,,6m,https://www.youtube.com/watch?v=4HHCC1xL6vA,Medium to long term it will still fall per my view. Short-term bounce possible but eventual selling will resume.
convexity,NIFTYREALTY,india,sell,down,med,2026-03-20,,,,,,,,,,,False,no price data,,6m,https://www.youtube.com/watch?v=4HHCC1xL6vA,"Real estate is already weak, it is already falling. One of the weakest sectors with more downside expected."
convexity,NIFTYFMCG,india,sell,down,med,2026-03-20,,,,,,,,,,,False,no price data,,6m,https://www.youtube.com/watch?v=4HHCC1xL6vA,"FMCG is also weak, it is falling. These are the weakest sectors: IT, realty, FMCG."
convexity,NIFTY,india,sell,down,high,2026-03-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=4HHCC1xL6vA,Below 24600 is a free-fall zone. The bear market may take 12 to 18 months to bottom.
convexity,NIFTY,india,buy,up,med,2025-06-20,,,,,,,,,,,False,no price data,,3m,https://www.youtube.com/watch?v=4sQ1DmCRfzw,this dip might have been the final fire sale in terms of the near-term correction post election and we may be set up for the next rally. worst is over. I am taking a directional view that the worst is over.
convexity,NIFTY50,india,buy,up,high,2025-11-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=R8_Wo42glug,"For the next one year, gold and silver which have become very overbought will not run as much, while the equity market will run much faster. I believe equity market prices will rise more than gold and silver over the next year."
convexity,GOLD,india,hold-avoid,down,high,2025-11-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=R8_Wo42glug,The gold and silver market may pause somewhere. For the next one year perhaps you won't hear much on this topic. Short-term very overbought conditions have arrived.
convexity,NIFTY50,india,buy,up,high,2025-11-20,,,,,,,,,,,False,no price data,26200,3m,https://www.youtube.com/watch?v=RbMAHF3bbOE,"Nifty will now try to cross 26,200 and attempt to go towards all-time highs. Bullish signals have already appeared on the weekly charts for Nifty."
convexity,BANKNIFTY,india,buy,up,med,2025-11-20,,,,,,,,,,,False,no price data,,3m,https://www.youtube.com/watch?v=RbMAHF3bbOE,"Last week the signal came in Bank Nifty. This week it came in Nifty. So on both the main indices, bullish signals have appeared on the weekly charts."
convexity,GOLD,india,hold-avoid,down,high,2025-11-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=RbMAHF3bbOE,"The gold and silver market is standing right near all-time highs. But the technical setup is such that if it pauses here, it could give a very sharp correction. For the next year, the equity market will outperform gold and silver."
convexity,SPY,india,sell,down,med,2024-06-20,,,,,,,,,,,False,no price data,,1m,https://www.youtube.com/watch?v=VtVDVXYIF0Q,"S&P 500 has been rising higher but RMI is reversing on the downside and if we get a bearish crossover and end up breaking the daily averages in S&P 500, that's where a meaningful correction can kick in — maybe 5 to 10% sort of correction in the days to come."
convexity,DXY,india,buy,up,med,2024-06-20,,,,,,,,,,,False,no price data,108,1m,https://www.youtube.com/watch?v=VtVDVXYIF0Q,There is a very strong case for the dollar Index probably to rise higher towards 107 or even touch around these levels which are 108 and 109. Dollar Index has an interesting setup — correction took support around 61.8% retracement and now started to rise higher.
convexity,NIFTY50,india,buy,up,med,2025-06-20,,,,,,,,,,,False,no price data,22930,1m,https://www.youtube.com/watch?v=O_XLF0Z0Bpk,The cutoff point would be breaking out of the Vish pattern which is like I said 22930 for the Nifty and for the sensex it would be above 76100 so that's when we would say okay this is done and we have started the next move higher.
convexity,NIFTY,india,buy,up,high,2026-06-15,,,,,,,,,,,False,no price data,27000,3m,https://www.youtube.com/watch?v=ZnDoVkMRS6w,"I think it's time to stay invested, get invested, keep buying because this market is not going to go down. Nifty to cross 26,000 and go to 27,000 as third Elliott wave starts."
convexity,BANKNIFTY,india,buy,up,high,2026-06-15,,,,,,,,,,,False,no price data,,6m,https://www.youtube.com/watch?v=ZnDoVkMRS6w,"This sector will now lead from here. Banking and financial services new cycle starting. PSU banks, NBFCs, private banks — valuations low, earnings growing consistently. This sector will lead the next market rally."
convexity,NIFTY,india,buy,up,med,2026-06-10,,,,,,,,,,,False,no price data,35000,1y,https://www.youtube.com/watch?v=_9OHljcMr9I,"The Nifty index is about to rocket to 35,000 over the next 18 months. 15% of stocks above 200-DMA = seller exhaustion, record FII short positions = massive short squeeze, 18-month cycle points to peak around October 2027."
convexity,NIFTYMETAL,india,buy,up,med,2026-06-10,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=_9OHljcMr9I,"The first domino is metals. The London Metal Exchange Index is rising, and mid-cap metal stocks should be getting a long structural bull run. Metals reflation trade will offer multi-bagger returns."
convexity,BALRAMCHIN,india,buy,up,low,2026-06-10,2026-06-10,1y,BALRAMCHIN.NS,False,536.55,-0.0092,0.0344,-0.0436,-0.0092,False,True,,,1y,https://www.youtube.com/watch?v=_9OHljcMr9I,The Bloomberg Agro Commodities Index is gearing up for a major upward wave. The author specifically spotlights the sugar sector as a prime beneficiary of the agro reflation trade.
convexity,GOLDBEES,india,buy,up,med,2026-06-10,2026-06-10,1y,GOLDBEES.NS,False,121.15,-0.0112,0.0344,-0.0456,-0.0112,False,True,,,1y,https://www.youtube.com/watch?v=_9OHljcMr9I,"The long-term setup is aggressively bullish as investors seek hard money to protect against the weakened US dollar. The author strongly prefers investing in precious metal miners over holding physical gold — miners have operational leverage, stocks move much faster than the metal itself."
convexity,ONGC,india,buy,up,med,2026-06-10,2026-06-10,1y,ONGC.NS,True,251.9,-0.0224,0.0344,-0.0568,-0.0224,False,True,,,1y,https://www.youtube.com/watch?v=_9OHljcMr9I,"Energy remains heavily supported not just by the obvious threat of oil shocks from the Middle East, but by structural, unyielding global demand. AI data centers, EV rollout, geopolitical race for energy security ensure this sector remains a powerhouse."
convexity,NIFTY,india,sell,down,med,2024-06-20,,,,,,,,,,,False,no price data,,1m,https://www.youtube.com/watch?v=_e8I9fSKb3U,"The setup remains one of losing momentum, waning volume and ending pattern and we wait for the confirmation signals of that break down from the pattern itself. As and when that happens we will be looking at a meaningful correction to this move before we can go higher."
convexity,NIFTYMIDCAP100,india,hold-avoid,down,med,2024-06-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=_e8I9fSKb3U,The best part of the mid cap small cap rally is probably behind us. The performance cycle of midcaps is sort of done — it usually lasts one to two years up then one to two years down. Most significant part of the move is done.
convexity,NIFTYBANK,india,buy,up,med,2024-10-17,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=b-2FWowYDGU,one place that it can find a home is banking and nbfc stocks which are undervalued...that segment can attract a lot of capital as long as there is no bubble popping or any such major bare Market event
convexity,NIFTY,india,buy,up,med,2025-06-20,,,,,,,,,,,False,no price data,25800,3m,https://www.youtube.com/watch?v=ar6Lfcifl9o,"my personal view is that we can go towards 25,800 before you get the next correction"
convexity,SUGARIND,india,buy,up,med,2025-06-20,,,,,,,,,,,False,no price data,,6m,https://www.youtube.com/watch?v=ar6Lfcifl9o,sugar prices actually went through a long consolidation phase but I've recently broken out...I do think that long consolidation in stocks is over and they should actually see a significant pickup from here
convexity,METALORE,india,buy,up,med,2026-06-06,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=bmPjFwy4L0g,Commodities becomes an interesting sector which I highly recommend. Metals I have been recommending since 2020. Agro will join the metal cycle.
convexity,NIFTYPSE,india,buy,up,high,2026-06-06,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=bmPjFwy4L0g,"In energy, the entire energy chain — power, transmission, renewables, solar — you just need to pick the right company, and even if you don't pick perfectly, something will run somewhere. The energy sector has seen the most gains in the last two months."
convexity,NIFTY,india,buy,up,med,2025-06-20,,,,,,,,,,,False,no price data,,3m,https://www.youtube.com/watch?v=cyQXODlM2aE,3-month basis returns of Nifty...it could be anything between what 8 to 12% if I just take the average range...on a 3-month basis so with 3 months means if we are in March uh April May June
convexity,NIFTY,india,buy,up,med,2025-06-20,,,,,,,,,,,False,no price data,,6m,https://www.youtube.com/watch?v=dPHhBR_hTCA,financials are the most undervalued segment of the market so probably just like psus were undervalued a year back maybe money goes into financials and they do well that was a good theory on table and it has actually not yet broken Trend
convexity,NIFTYIT,india,hold-avoid,neutral,high,2025-10-20,,,,,,,,,,,False,no price data,,,https://www.youtube.com/watch?v=e44SVaVke6o,IT sector not preferred. You must have heard this 50 times. Especially large-cap IT — earnings growth is stuck at just 5%.
convexity,INFY,india,hold-avoid,neutral,high,2025-10-20,2025-10-20,6m,INFY.NS,True,1438.8726,-0.0878,-0.0572,0.0306,0.0878,True,True,,,,https://www.youtube.com/watch?v=e44SVaVke6o,"Looking at ratio charts, Infosys, Wipro — these large companies have not outperformed Nifty since the y2k bubble. Avoid."
convexity,WIPRO,india,hold-avoid,neutral,high,2025-10-20,2025-10-20,6m,WIPRO.NS,True,235.1685,-0.139,-0.0572,0.0818,0.139,True,True,,,,https://www.youtube.com/watch?v=e44SVaVke6o,"Looking at ratio charts, Infosys, Wipro — these large companies have not outperformed Nifty since the y2k bubble. Avoid."
convexity,NIFTYIT,india,hold-avoid,neutral,high,2026-04-20,,,,,,,,,,,False,no price data,,,https://www.youtube.com/watch?v=ejXf3c5ACpE,I will stay away from the IT sector. I have no confidence in IT sector for long-term investing.
convexity,NIFTYFMCG,india,hold-avoid,neutral,med,2026-04-20,,,,,,,,,,,False,no price data,,,https://www.youtube.com/watch?v=ejXf3c5ACpE,FMCG — these are two places I will keep a little distance from. There are many other opportunities.
convexity,NIFTYMETAL,india,buy,up,high,2026-04-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=ejXf3c5ACpE,"Where will investment money be made? One place: commodity cycle, commodity sector — this is a major opportunity."
convexity,GOLD,india,hold-avoid,neutral,med,2026-04-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=ejXf3c5ACpE,Gold and silver will not go into a bear market. But to see new highs you will need a lot of time. Let a long consolidation happen — 6 months to 1 year.
convexity,HDFCBANK,india,sell,down,high,2026-03-20,2026-03-20,1m,HDFCBANK.NS,True,780.45,0.0249,0.0536,0.0287,-0.0249,True,True,,,1m,https://www.youtube.com/watch?v=h2LQe72sqVg,"In HDFC Bank, the selling volume we are seeing means the price is falling and falling on heavy volume. Financial sector is the next one which has topped and is heading lower."
convexity,NIFTY50,india,sell,down,high,2026-03-20,,,,,,,,,,,False,no price data,22000,1m,https://www.youtube.com/watch?v=h2LQe72sqVg,"The full gap to 25,100 is going to be filled. Whether the lower end of 24600 will hold is uncertain. If these levels break, the door to 22,000 opens. The bear market has begun."
convexity,GOLD,india,sell,down,med,2026-03-20,,,,,,,,,,,False,no price data,,3m,https://www.youtube.com/watch?v=h2LQe72sqVg,Looked at gold and silver — the dollar's price will rise again. Another round of selling in gold and silver will be seen again. I don't think you will see new highs.
convexity,NIFTY50,india,buy,up,high,2025-07-20,,,,,,,,,,,False,no price data,,3m,https://www.youtube.com/watch?v=iJj8eUinZ7E,Weekly RMI is bullish. The daily chart has been making higher highs. The recent correction is three waves down which is a corrective pullback — you should be looking for the next impulse higher from here.
convexity,GOLD,india,sell,down,med,2025-07-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=iJj8eUinZ7E,The shift is happening away from gold and silver to equities for the next year or so. You'll see that complete reversal in performance. The gold bull market will come back eventually but this is an apt time to make that reverse switch.
convexity,NIFTY50,india,buy,up,high,2026-05-23,,,,,,,,,,,False,no price data,25000,1m,https://www.youtube.com/watch?v=m-xZq8CSNls,"By end of June we are going to be higher from here. 23,300 will also not break now. This is building a base to go above 25000. From here, we need to look for bullish trades one by one and reinvest."
convexity,NIFTY50,india,buy,up,high,2025-11-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=m90FwMaPwkE,"We are at the start of the next major leg of this bull market. I'm pretty confident — in fact I'm sure — that we've already taken off into the next stage. This is going to be a home run, several sixes you can hit over the next one, one and a half years."
convexity,GOLD,india,sell,down,med,2025-11-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=m90FwMaPwkE,The shift away from gold and silver towards equities — this is not the time to be going too aggressive on that part. This is the time to be switching away because the gold and silver bull market may not be over but this current phase is probably over.
convexity,NIFTY50,india,hold-avoid,down,med,2025-06-20,,,,,,,,,,,False,no price data,,1m,https://www.youtube.com/watch?v=mLlG-zKYFUw,Markets are now entering another month after a 4-month winning streak. Watch out for trend reversals which are short-term at least short to medium term over the next 4 weeks. This could be a tough period — not the long only Buy the Dip moment.
convexity,NIFTY50,india,buy,up,high,2026-05-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=nFhuXyy70jw,The RMI indicator has given a buy signal on the weekly chart for the first time since January. What is starting from here is the beginning of a new bull run.
convexity,NIFTYMETAL,india,buy,up,high,2026-05-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=nFhuXyy70jw,"Don't miss the commodity cycle. Commodity is in a sweet spot. For those who are bullish, commodity-related and energy-related is the obvious trade."
convexity,NIFTYIT,india,hold-avoid,down,high,2026-05-20,,,,,,,,,,,False,no price data,,1y,https://www.youtube.com/watch?v=nFhuXyy70jw,"Leave the IT sector, let it fix itself. Until the scenario changes, why touch it at all."
convexity,BANKNIFTY,india,buy,up,med,2026-05-20,,,,,,,,,,,False,no price data,,3m,https://www.youtube.com/watch?v=nFhuXyy70jw,"Financials are the first sign of a turnaround. Financials come, then autos come. If they run next week, consider that financials have turned bullish again."
convexity,GOLD,india,hold-avoid,neutral,med,2026-05-20,,,,,,,,,,,False,no price data,,6m,https://www.youtube.com/watch?v=nFhuXyy70jw,"Reduce weight in gold and silver for now, increase weight in equity. The Sensex-to-gold ratio is at the absolute bottom, meaning equity will outperform gold."
convexity,NIFTY50,india,buy,up,med,2024-06-20,,,,,,,,,,,False,no price data,24000,3m,https://www.youtube.com/watch?v=oJu_mKG0QJ0,"the projection I think it comes somewhere around 24,000 24,300 or so so that should be the upside level that one needs to be open to in the bullish scenario"
convexity,GOLD,india,buy,up,med,2024-06-20,,,,,,,,,,,False,no price data,,6m,https://www.youtube.com/watch?v=oJu_mKG0QJ0,gold silver is where I think very good setup is now... if gold gives a decisive breakout on the upside that's where there could be a big Runway that is possible in Gold
convexity,SPX,india,hold-avoid,down,high,2025-06-20,,,,,,,,,,,False,no price data,,6m,https://www.youtube.com/watch?v=pNZ3zew4E7I,every bounce in the market is going to be a dead cat bounce... I think once Market starts to trade again there's likely to be more downside than upside because both bond yields and the dollar are rising
convexity,NIFTY50,india,hold-avoid,down,med,2025-06-20,,,,,,,,,,,False,no price data,,3m,https://www.youtube.com/watch?v=pNZ3zew4E7I,"pressure point remains till then by then even Donald Trump will be in office... it's only after that that some of the uncertainty around what he's going to do will go away... next bottom ends up being somewhere in the latter part of this quarter, possibly only after the union budget"
convexity,MARUTI,india,buy,up,med,2024-06-20,2024-06-20,1m,MARUTI.NS,True,11906.9443,0.0308,0.0409,-0.0101,0.0308,False,True,,,1m,https://www.youtube.com/watch?v=tSc0GJ5QFYQ,"Maruti as it is crossing over to the bullish side in today's session... it is a chart that is making higher highs and higher lows since quite a time and it looks like it is in a proper uptrend... put writers have written about 170,000 contracts in total"
convexity,GOLD,india,buy,up,med,2025-06-20,,,,,,,,,,,False,no price data,,1m,https://www.youtube.com/watch?v=skKfSfyHATo,I think once the averages break on the downside... we can also see the trend picking up in gold and silver... we should see a pickup in the gold and silver in the days to come
convexity,SILVER,india,buy,up,med,2025-06-20,2025-06-20,1m,SILVER.NS,False,107.52,0.0565,-0.0057,0.0622,0.0565,True,True,,,1m,https://www.youtube.com/watch?v=skKfSfyHATo,"I think once we see a breakout about that, you know that's where even the trend over here will accelerate... we should see a pickup in the gold and silver in the days to come"
convexity,BANKNIFTY,india,buy,up,med,2025-06-20,,,,,,,,,,,False,no price data,,3m,https://www.youtube.com/watch?v=skKfSfyHATo,"Bank Nifty is the one which is outperforming, which has turned into leading quadrant... it is already rising higher so it is in leading and it is rising higher which is telling you that the momentum is picking up as well as it is outperforming the Nifty index"
convexity,NIFTYFMCG,india,hold-avoid,neutral,med,2025-06-20,,,,,,,,,,,False,no price data,,3m,https://www.youtube.com/watch?v=skKfSfyHATo,maybe you know in this uptrend right now at least until we don't get the signal you might want to avoid fmcg from a positional perspective
convexity,NIFTY,india,buy,up,med,2025-06-20,,,,,,,,,,,False,no price data,24840,1m,https://www.youtube.com/watch?v=skKfSfyHATo,"currently what we are thinking of is 1 2 this is one this is two and now three of three is playing out... that level works out to 24,840 in the near term and if we do the equality level... 25,960 or so so you know that will be the positional level"
convexity,BANKNIFTY,india,buy,up,med,2025-06-20,,,,,,,,,,,False,no price data,,3m,https://www.youtube.com/watch?v=tSRUKaueDus,Bank Nifty and Fin Nifty these are the ones that are going into leading... when there is a signal on weekly it might tell you that you know at least you can see two to three months outperformance... Nifty Bank Nifty like I mentioned... all the banking and finance related seems to be looking good
convexity,FINNIFTY,india,buy,up,med,2025-06-20,,,,,,,,,,,False,no price data,,3m,https://www.youtube.com/watch?v=tSRUKaueDus,Bank Nifty and Fin Nifty these are the ones that are going into leading... when there is a signal on weekly it might tell you that you know at least you can see two to three months two to three months of outperformance
convexity,SILVER,india,sell,down,med,2025-06-20,2025-06-20,1m,SILVER.NS,False,107.52,0.0565,-0.0057,-0.0622,-0.0565,False,True,,,1m,https://www.youtube.com/watch?v=tSRUKaueDus,it has broken this channel on the downside okay and now the pattern is not looking good... a possibility up to the 20 week average may open up... this entire move might end up becoming one impulse and we will see a retracement
convexity,GOLD,india,hold-avoid,down,low,2025-06-20,,,,,,,,,,,False,no price data,,1m,https://www.youtube.com/watch?v=tSRUKaueDus,there can be some more correction over here in Gold if at all it breaks today's low... gold and silver has been disappointing... gold and silver is just trying to buy some more time and we will need to be a little more patient
convexity,NIFTY,india,buy,up,med,2025-06-20,,,,,,,,,,,False,no price data,,1m,https://www.youtube.com/watch?v=tSRUKaueDus,Nifty is getting into a different range altogether... we are in a momentum zone right now so you have to write the momentum and try to play try to capture the gain as much as possible
